File Name,Variable Name,Brief Description,Variable Type,Variable Length,Values,Required ,Null Value
Dataset Two NEMS-G,Q81,Comments beef 15% fat,Text,255,unlimited,No,Yes
Dataset Two NEMS-G,Q81a,Price/LB beef 20%-30% fat,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q81b,% fat beef 20%-30% fat,Integer,255,20-27,No,Yes
Dataset Two NEMS-G,Q82,Comments beef 20%-30% fat,Text,255,unlimited,No,Yes
Dataset Two NEMS-G,Q83_1,Available hot dogs Ball Park fat free,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Two NEMS-G,Q83_2,Available hot dogs Ball Park regular,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Two NEMS-G,Q83_3,Available hot dogs other brand low fat,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Two NEMS-G,Q83_4,Available hot dogs other brand regular,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Two NEMS-G,Q83_5,Available hot dogs none,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Two NEMS-G,Q83a,Price/package Ball Park fat free hot dogs,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q83b,Oz/package Ball Park fat free hot dogs,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q83c,Hot dogs/package Ball Park fat free hot dogs,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q83d,Fat (g)/serving Ball Park fat free hot dogs,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q83e,Kcal/serving Ball Park fat free hot dogs,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q83f,Sodium/serving Ball Park fat free hot dogs,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q84,Comments Ball Park fat free hot dogs,Text,255,unlimited,No,Yes
Dataset Two NEMS-G,Q84a,Price/package Ball Park regular hot dogs,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q84b,Oz/package Ball Park regular hot dogs,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q84c,Hot dogs/package Ball Park regular hot dogs,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q84d,Fat (g)/serving Ball Park regular hot dogs,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q84e,Kcal/serving Ball Park regular hot dogs,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q84f,Sodium/serving Ball Park regular hot dogs,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q85,Comments Ball Park regular hot dogs,Text,255,unlimited,No,Yes
Dataset Two NEMS-G,Q85a,Price/package other low fat hot dogs,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q85b,Oz/package other low fat hot dogs,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q85c,Hot dogs/package other low fat hot dogs,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q85d,Fat (g)/serving other low fat hot dogs,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q85e,Kcal/serving other low fat hot dogs,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q85f,Sodium/serving other low fat hot dogs,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q86,Comments other low fat hot dogs,Text,255,unlimited,No,Yes
Dataset Two NEMS-G,Q86a,Price/package other regular hot dogs,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q86b,Oz/package other regular hot dogs,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q86c,Hot dogs/package other regular hot dogs,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q86d,Fat (g)/serving other regular hot dogs,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q86e,Kcal/serving other regular hot dogs,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q86f,Sodium/serving other regular hot dogs,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q87,Comments other regular hot dogs,Text,255,unlimited,No,Yes
Dataset Two NEMS-G,Q88_1,Available frozen dinners Lean Cuisine,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Two NEMS-G,Q88_2,Available frozen dinners Stouffers,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Two NEMS-G,Q88_3,Available frozen dinners other brand reduced fat,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Two NEMS-G,Q88_4,Available frozen dinners other brand regular,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Two NEMS-G,Q88_5,Available frozen dinners none,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Two NEMS-G,Q89,Shelf Space (reduced fat/regular) frozen dinners,Integer,255,"1=less than 25%, 2=25% to 49%, 3=50% to 74%, 4=at least 75%",No,Yes
Dataset Two NEMS-G,Q89a,Price Lean Cuisine lasagna,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q89b,Oz Lean Cuisine lasagna,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q89c,Fat grams Lean Cuisine lasagna,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q89d,Kcal Lean Cuisine lasagna,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q90,Comments Lean Cuisine lasagna,Text,255,unlimited,No,Yes
Dataset Two NEMS-G,Q90a,Price Lean Cuisine roasted turkey breast,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q90b,Oz Lean Cuisine roasted turkey breast,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q90c,Fat grams Lean Cuisine roasted turkey breast,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q90d,Kcal Lean Cuisine roasted turkey breast,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q91,Comments Lean Cuisine roasted turkey breast,Text,255,unlimited,No,Yes
Dataset Two NEMS-G,Q91a,Price Lean Cuisine meatloaf,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q91b,Oz Lean Cuisine meatloaf,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q91c,Fat grams Lean Cuisine meatloaf,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q91d,Kcal Lean Cuisine meatloaf,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q92,Comments Lean Cuisine meatloaf,Text,255,unlimited,No,Yes
Dataset Two NEMS-G,Q92a,Price Stouffers lasagna,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q92b,Oz Stouffers lasagna,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q92c,Fat grams Stouffers lasagna,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q92d,Kcal Stouffers lasagna,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q93,Comments Stouffers lasagna,Text,255,unlimited,No,Yes
Dataset Two NEMS-G,Q93a,Price Stouffers roasted turkey breast,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q93b,Oz Stouffers roasted turkey breast,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q93c,Fat grams Stouffers roasted turkey breast,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q93d,Kcal Stouffers roasted turkey breast,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q94,Comments Stouffers roasted turkey breast,Text,255,unlimited,No,Yes
Dataset Two NEMS-G,Q94a,Price Stouffers meatloaf,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q94b,Oz Stouffers meatloaf,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q94c,Fat grams Stouffers meatloaf,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q94d,Kcal Stouffers meatloaf,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q95,Comments Stouffers meatloaf,Text,255,unlimited,No,Yes
Dataset Two NEMS-G,Q95a,Price other reduced fat lasagna,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q95b,Oz other reduced fat lasagna,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q95c,Fat grams other reduced fat lasagna,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q95d,Kcal other reduced fat lasagna,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q96,Comments other reduced fat lasagna,Text,255,unlimited,No,Yes
Dataset Two NEMS-G,Q96a,Price other reduced fat roasted turkey breast,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q96b,Oz other reduced fat roasted turkey breast,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q96c,Fat grams other reduced fat roasted turkey breast,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q96d,Kcal other reduced fat roasted turkey breast,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q97,Comments other reduced fat roasted turkey breast,Text,255,unlimited,No,Yes
Dataset Two NEMS-G,Q97a,Price other reduced fat meatloaf,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q97b,Oz other reduced fat meatloaf,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q97c,Fat grams other reduced fat meatloaf,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q97d,Kcal other reduced fat meatloaf,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q98,Comments other reduced fat meatloaf,Text,255,unlimited,No,Yes
Dataset Two NEMS-G,Q98a,Price other regular lasagna,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q98b,Oz regular lasagna,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q98c,Fat grams regular lasagna,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q98d,Kcal regular lasagna,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q99,Comments regular lasagna,Text,255,unlimited,No,Yes
Dataset Two NEMS-G,Q99a,Price other regular roasted turkey breast,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q99b,Oz other regular roasted turkey breast,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q99c,Fat grams other regular roasted turkey breast,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q99d,Kcal other regular roasted turkey breast,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q100,Comments other regular roasted turkey breast,Text,255,unlimited,No,Yes
Dataset Two NEMS-G,Q100a,Price other regular meatloaf,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q100b,Oz other regular meatloaf,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q100c,Fat grams other regular meatloaf,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q100d,Kcal other regular meatloaf,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q101,Comments other regular meatloaf,Text,255,unlimited,No,Yes
Dataset Two NEMS-G,Q10_1,Available baked goods bagel,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Two NEMS-G,Q102_2,Available baked goods English muffin,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Two NEMS-G,Q102_3,Available baked goods low fat muffin,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Two NEMS-G,Q102_4,Available baked goods regular muffin,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Two NEMS-G,Q102_5,Available baked goods Danish,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Two NEMS-G,Q102_6,Available baked goods none,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Two NEMS-G,Q102a,Price bagel,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q102b,Amt/pkg bagel,Integer,255,?1,No,Yes
Dataset Two NEMS-G,Q102c,Fat (g)/serv bagel,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q102d,Kcal/serv bagel,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q103,Comments bagel,Text,255,unlimited,No,Yes
Dataset Two NEMS-G,Q103a,Price English muffin,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q103b,Amt/pkg English muffin,Integer,255,?1,No,Yes
Dataset Two NEMS-G,Q103c,Fat (g)/serv English muffin,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q103d,Kcal/serv English muffin,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q104,Comments English muffin,Text,255,unlimited,No,Yes
Dataset Two NEMS-G,Q104a,Price low fat muffin,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q104b,Amt/pkg low fat muffin,Integer,255,?1,No,Yes
Dataset Two NEMS-G,Q104c,Fat (g)/serv low fat muffin,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q104d,Kcal/serv low fat muffin,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q105a,Number of types low fat muffin,Integer,255,"1=1, 2=2, 3=3 or more",No,Yes
Dataset Two NEMS-G,Q106,Comments low fat muffin,Text,255,unlimited,No,Yes
Dataset Two NEMS-G,Q106a,Price regular muffin,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q106b,Amt/pkg regular muffin,Integer,255,?1,No,Yes
Dataset Two NEMS-G,Q106c,Fat (g)/serv regular muffin,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q106d,Kcal/serv regular muffin,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q107,Comments regular muffin,Text,255,unlimited,No,Yes
Dataset Two NEMS-G,Q107a,Price Danish,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q107b,Amt/pkg Danish,Integer,255,?1,No,Yes
Dataset Two NEMS-G,Q107c,Fat (g)/serv Danish,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q107d,Kcal/serv Danish,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q108,Comments Danish,Text,255,unlimited,No,Yes
Dataset Two NEMS-G,Q109_1,Available beverages Diet Coke,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Two NEMS-G,Q109_2,Available beverages other diet soda,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Two NEMS-G,Q109_3,Available beverages Coke,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Two NEMS-G,Q109_4,Available beverages other regular soda,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Two NEMS-G,Q109_5,Available beverages water unflavored,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Two NEMS-G,Q109_6,Available beverages juice 100%,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Two NEMS-G,Q109_7,Available beverages juice drink,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Two NEMS-G,Q109_8,Available beverages none,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Two NEMS-G,Q109a,12 pack (12 oz) price Diet Coke,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q109b,Other pack size price Diet Coke,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q110,Comments Diet Coke,Text,255,unlimited,No,Yes
Dataset Two NEMS-G,Q110a,12 pack (12 oz) price other diet soda,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q110b,Other pack size price other diet soda,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q111,Comments other diet soda,Text,255,unlimited,No,Yes
Dataset Two NEMS-G,Q111a,12 pack (12 oz) price Coke,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q111b,Other pack size price Coke,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q112,Comments Coke,Text,255,unlimited,No,Yes
Dataset Two NEMS-G,Q112a,12 pack (12 oz) price other nondiet soda,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q112b,Other pack size price other nondiet soda,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q113,Comments other nondiet soda,Text,255,unlimited,No,Yes
Dataset Two NEMS-G,Q114a,Brand water,Integer,255,"1=Dasani, 2=Aquafina, 3=Ozark, 4=other",No,Yes
Dataset Two NEMS-G,Q114b,24 pack (16.9 oz) price water,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q114c,Other pack size price water,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q115,Comments water,Text,255,unlimited,No,Yes
Dataset Two NEMS-G,Q116a,Brand juice 100%,Integer,255,"1=Minute Maid, 2=Tropicana, 3=other",No,Yes
Dataset Two NEMS-G,Q116b,Price juice 100%,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q116c,Oz juice 100%,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q117,Comments juice 100%,Text,255,unlimited,No,Yes
Dataset Two NEMS-G,Q118a,Brand juice drink,Integer,255,"1=Minute Maid, 2=Tropicana, 3=other",No,Yes
Dataset Two NEMS-G,Q118b,Price juice drink,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q118c,Oz juice drink,Numeric,255,?1,No,Yes
Dataset Two NEMS-G,Q119,Comments juice drink,Text,255,unlimited,No,Yes
Dataset Two NEMS-G,Q120:1,Available bread whole wheat,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Two NEMS-G,Q120:2,Available bread white,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Two NEMS-G,Q120:3,Available bread none,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Two NEMS-G,Q121a,Brand whole wheat bread,Integer,255,"1=Nature's Own, 2=Sarah Lee, 3=other",No,Yes
Dataset Two NEMS-G,Q122a,Oz whole wheat bread,Integer,255,"1=20, 2=16, 3=other",No,Yes
Dataset Two NEMS-G,Q122b,Price whole wheat bread,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q123a,# of types whole wheat bread,Integer,255,"1=1, 2=2, 3=3, 4=4, 5=5 or more",No,Yes
Dataset Two NEMS-G,Q124,Comments whole wheat bread,Text,255,unlimited,No,Yes
Dataset Two NEMS-G,Q125a,Brand white bread,Integer,255,"1=Nature's Own, 2=Sarah Lee, 3=other",No,Yes
Dataset Two NEMS-G,Q126a,Oz white bread,Integer,255,"1=20, 2=16, 3=other",No,Yes
Dataset Two NEMS-G,Q126b,Price white bread,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q127,Comments white bread,Text,255,unlimited,No,Yes
Dataset Two NEMS-G,Q128_1,Available chips low fat,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Two NEMS-G,Q128_2,Available chips regular,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Two NEMS-G,Q128_3,Available chips none,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Two NEMS-G,Q129a,Brand low fat chips,Integer,255,"1=Lays, 2=Ruffles, 3=other",No,Yes
Dataset Two NEMS-G,Q130a,Oz low fat chips,Integer,255,"1=6.25, 2=13.5, 3=other",No,Yes
Dataset Two NEMS-G,Q130b,Price low fat chips,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q131a,# of types low fat chips,Integer,255,"1=1, 2=2, 3=3, 4=4, 5=5 or more",No,Yes
Dataset Two NEMS-G,Q132,Comments low fat chips,Text,255,unlimited,No,Yes
Dataset Two NEMS-G,Q133a,Brand regular chips,Integer,255,"1=Lays, 2=Ruffles, 3=other",No,Yes
Dataset Two NEMS-G,Q134a,Oz regular chips,Integer,255,"1=7.75, 2=9, 3=other",No,Yes
Dataset Two NEMS-G,Q134b,Price regular chips,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q135,Comments regular chips,Text,255,unlimited,No,Yes
Dataset Two NEMS-G,Q136_1,Available cereal lower sugar,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Two NEMS-G,Q136_2,Available cereal regular,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Two NEMS-G,Q136_3,Available cereal none,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Two NEMS-G,Q137a,Type (plain) lower sugar cereal,Integer,255,"1=Cheerios, 2=Corn Flakes, 3=other",No,Yes
Dataset Two NEMS-G,Q138a,Oz lower sugar cereal,Integer,255,"1=12, 2=21, 3=other",No,Yes
Dataset Two NEMS-G,Q138b,Price lower sugar cereal,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q139a,# of types lower sugar cereal,Integer,255,"1=1, 2=2, 3=3 or more",No,Yes
Dataset Two NEMS-G,Q140,Comments lower sugar cereal,Text,255,unlimited,No,Yes
Dataset Two NEMS-G,Q141a,Type (flavored) regular cereal,Integer,255,"1=Cheerios, 2=Frosted Flakes, 3=other",No,Yes
Dataset Two NEMS-G,Q142a,Oz regular cereal,Integer,255,"1=12, 2=21, 3=other",No,Yes
Dataset Two NEMS-G,Q142b,Price regular cereal,Numeric,255,Currency ($),No,Yes
Dataset Two NEMS-G,Q143,Comments regular cereal,Text,255,unlimited,No,Yes
Dataset Two NEMS-G,milk_score,Milk score,Integer,255,-1-5,No,Yes
Dataset Two NEMS-G,fv_score,Fresh fruit and vegetable score,Integer,255,0-12,No,Yes
Dataset Two NEMS-G,meat_score,Meat score,Integer,255,-2-10,No,Yes
Dataset Two NEMS-G,frozdin_score,Frozen dinner score,Integer,255,-1-5,No,Yes
Dataset Two NEMS-G,bgood_score,Baked goods score,Integer,255,-1-4,No,Yes
Dataset Two NEMS-G,bev_score,Beverage score,Integer,255,-2-6,No,Yes
Dataset Two NEMS-G,bread_score,Whole wheat bread score,Integer,255,-1-5,No,Yes
Dataset Two NEMS-G,chip_score,Baked chips score,Integer,255,-1-5,No,Yes
Dataset Two NEMS-G,cereal_score,Cereal score,Integer,255,-1-5,No,Yes
Dataset Two NEMS-G,avail_score,Availability score,Integer,255,0-31,No,Yes
Dataset Two NEMS-G,price_score,Price score,Integer,255,-10-20,No,Yes
Dataset Two NEMS-G,qual_score,Quality score,Integer,255,0-6,No,Yes
Dataset Two NEMS-G,total_score,"Total summary score (sum of all individual food scores or sum of availablity, price and quality scores)",Integer,255,-10-57,No,Yes
,,,,,,,
Dataset Three NEMS-R,ID_date,Date of interview,Date,255,month/day/year,Yes,No
Dataset Three NEMS-R,Q1,Restaurant ID,Varchar,255,r001-r096,Yes,No
Dataset Three NEMS-R,Q2_1,Data sources Internet,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q2_2,Data sources site visit,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q2_3,Data sources take-away menu,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q2_4,Data sources interview,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q3_1,Internet features menu,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q3_2,Internet features nutrition information,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q3_3,Internet features healthier items identified,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q3_4,Internet features other,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q3_5,Internet features none,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q3a,Comments,Text,255,unlimited,No,Yes
Dataset Three NEMS-R,Q3b,Web site,Text,255,unlimited,No,Yes
Dataset Three NEMS-R,Q4_1,Site visit features take-away menu,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q4_2,Site visit features nutrition information posted,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q4_3,Site visit features other,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q4_4,Site visit features none,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q4a,Comments for site,Text,255,unlimited,No,Yes
Dataset Three NEMS-R,Q5_1,Take-away menu features nutrition information,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q5_2,Take-away menu features healthier items identified,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q5_3,Take-away menu features other,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q5_4,Take-away menu features none,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q5a,Comments for take-away menu,Text,255,Character,No,Yes
Dataset Three NEMS-R,Q6_1,Interview features menu options,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q6_2,Interview features price,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q6_3,Interview features other,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q6_4,Interview features none,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q6a,Comments,Text,255,unlimited,No,Yes
Dataset Three NEMS-R,Q7,Open 24 Hours,Integer,255,"1=yes, 2=no",No,Yes
Dataset Three NEMS-R,Q8a_1,Sunday closed,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q8a_2,Sunday breakfast hours,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q8a_3,Sunday lunch hours,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q8a_4,Sunday dinner hours,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q8b_1,Monday closed,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q8b_2,Monday breakfast hours,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q8b_3,Monday lunch hours,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q8b_4,Monday dinner hours,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q8c_1,Thursday closed,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q8c_2,Thursday breakfast hours,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q8c_3,Thursday lunch hours,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q8c_4,Thursday dinner hours,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q8d_1,Friday closed,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q8d_2,Friday breakfast hours,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q8d_3,Friday lunch hours,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q8d_4,Friday dinner hours,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q8e_1,Saturday closed,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q8e_2,Saturday breakfast hours,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q8e_3,Saturday lunch hours,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q8e_4,Saturday dinner hours,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q9a,Closing time Sunday,Time military,255,hour:minutes,No,Yes
Dataset Three NEMS-R,Q9b,Closing time Monday,Time military,255,hour:minutes,No,Yes
Dataset Three NEMS-R,Q9c,Closing time Thursday,Time military,255,hour:minutes,No,Yes
Dataset Three NEMS-R,Q9d,Closing time Friday,Time military,255,hour:minutes,No,Yes
Dataset Three NEMS-R,Q9e,Closing time Saturday,Time military,255,hour:minutes,No,Yes
Dataset Three NEMS-R,Q10_1,Access drive-thru window,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q10_2,Access onsite parking,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q10_3,Access neither,Integer,255,"0=not selected, 1=selected",No,Yes
Dataset Three NEMS-R,Q10a,Comments for access,Integer,255,Character,No,Yes
Dataset Three NEMS-R,Q11,Size type,Integer,255,"1=seating capacity, 2=tables",No,Yes
Dataset Three NEMS-R,Q12a,Number for seating capacity,Integer,255,0-85,No,Yes
